sex,age,race,priors_count,days_b_screening_arrest,c_charge_degree,label,jailtime
1,26,0,14,0.0,1,0,-1
0,28,0,2,-68.0,0,1,7
1,48,0,1,2.0,1,0,126
1,58,0,24,0.0,1,0,3
1,29,0,0,-1.0,1,1,1
0,20,0,2,-1.0,1,0,23
1,28,0,0,0.0,0,0,0
1,21,1,0,0.0,1,0,4
1,26,0,0,-1.0,1,1,0
1,34,0,3,-4.0,0,1,0
1,32,0,15,-1.0,1,0,7
1,38,0,10,0.0,1,0,10
1,22,0,0,-1.0,1,1,1
1,42,1,2,-1.0,1,0,0
0,57,1,0,-1.0,0,1,1
0,56,1,1,-20.0,1,1,1
1,32,0,2,0.0,0,0,0
1,30,0,11,-1.0,1,1,0
1,29,0,2,-1.0,0,1,0
1,46,0,15,-1.0,1,0,6
1,36,0,5,-64.0,1,1,1
0,24,0,0,-1.0,1,1,0
0,70,0,1,-1.0,1,1,1
1,21,0,0,0.0,1,0,0
0,45,1,1,-11.0,0,1,0
0,33,0,2,-1.0,0,1,2
0,39,0,6,0.0,1,1,0
1,25,1,6,-16.0,1,1,1
1,48,0,1,0.0,0,1,1
0,32,1,1,-41.0,0,0,28
1,46,1,0,-1.0,1,1,0
1,28,1,0,0.0,0,0,2
1,27,0,1,-1.0,1,1,1
1,43,1,11,16.0,1,0,76
1,56,1,5,-38.0,1,0,21
1,30,0,9,0.0,1,0,50
1,29,1,1,-22.0,1,1,0
1,54,0,8,0.0,1,0,-1
0,20,1,0,0.0,1,1,0
1,29,0,0,-1.0,1,1,0
1,67,0,0,-1.0,0,1,0
1,25,0,0,-1.0,1,1,0
1,24,0,8,-1.0,1,0,0
1,29,0,3,-1.0,1,1,177
1,45,0,2,-1.0,0,1,28
1,31,0,5,-1.0,1,0,11
1,23,1,0,-1.0,1,0,7
1,21,0,0,-1.0,1,0,8
1,61,1,0,-1.0,0,1,0
0,51,1,5,-1.0,0,0,20
1,32,0,1,-15.0,1,1,15
1,43,1,9,-2.0,1,1,0
1,32,0,0,-1.0,0,1,1
1,36,0,0,-1.0,1,1,0
1,58,1,3,0.0,1,0,15
1,57,0,12,-1.0,1,1,50
1,37,0,2,0.0,1,1,0
1,44,0,6,-1.0,1,1,1
1,28,1,9,112.0,0,1,116
1,45,0,8,-1.0,1,0,0
1,48,0,1,-1.0,1,1,2
1,26,0,13,0.0,1,0,-1
1,34,1,9,-1.0,1,0,1
1,25,0,0,-1.0,1,1,1
1,31,0,8,-1.0,0,0,0
1,43,0,1,-1.0,1,1,1
1,30,0,0,0.0,0,1,0
1,50,1,0,-2.0,0,1,0
0,31,0,2,-1.0,1,1,1
0,33,1,7,-6.0,0,1,0
1,32,0,1,-1.0,1,0,19
0,46,1,0,0.0,0,0,2
1,22,0,0,-1.0,1,1,1
1,37,0,8,-1.0,1,0,1
0,32,1,6,-1.0,1,0,8
0,23,0,2,-1.0,1,0,1
1,21,1,0,0.0,1,1,-1
1,52,0,2,-1.0,1,1,1
1,49,1,2,-1.0,0,1,1
1,55,1,3,-1.0,1,0,36
1,22,0,0,-1.0,1,1,1
1,45,0,0,-1.0,1,1,13
0,31,0,7,-1.0,1,0,1
1,22,1,0,-1.0,0,0,1
1,28,0,5,-1.0,0,1,1
1,21,0,1,-1.0,1,0,11
1,37,0,2,-1.0,0,1,1
1,30,0,21,-1.0,1,0,1
1,22,0,13,-1.0,1,0,0
1,35,0,23,-1.0,1,0,1
1,28,0,11,-1.0,1,1,26
1,24,0,1,-1.0,1,1,1
1,44,0,9,73.0,1,1,65
1,32,0,24,-1.0,1,0,2
1,29,0,5,35.0,1,0,13
0,24,0,1,-1.0,1,1,0
1,57,0,19,-1.0,1,1,1
1,21,0,0,-1.0,0,1,0
1,28,1,0,0.0,1,1,-1
1,51,1,0,0.0,0,1,91
1,34,0,6,205.0,1,0,216
1,26,0,0,-1.0,0,0,0
1,20,0,0,-1.0,1,0,1
1,25,0,6,-1.0,0,1,32
1,19,1,0,-1.0,0,0,2
1,49,1,1,-1.0,1,0,20
1,57,0,27,-9.0,0,1,9
0,27,0,0,0.0,0,1,0
1,66,1,1,-1.0,0,1,19
0,25,0,4,-46.0,0,0,16
1,21,1,0,0.0,1,1,0
1,45,1,1,0.0,1,1,-1
1,38,0,6,-205.0,1,0,202
1,37,0,24,-1.0,1,1,19
1,44,1,13,0.0,1,0,16
1,64,0,0,-1.0,1,1,4
1,30,0,1,-1.0,1,0,0
1,61,0,1,-1.0,0,1,2
0,49,1,8,-10.0,1,1,8
1,23,0,0,0.0,1,1,0
1,33,0,14,-79.0,1,1,67
1,21,1,0,-2.0,1,0,0
0,30,1,2,-1.0,1,0,43
1,26,0,7,0.0,0,1,1
1,35,0,3,-1.0,0,0,1
1,27,0,2,-1.0,0,1,1
1,38,1,1,0.0,0,1,14
1,48,0,14,23.0,1,0,142
1,26,1,0,-1.0,0,1,0
1,24,0,4,-27.0,1,0,26
0,28,0,2,0.0,1,0,0
0,44,1,4,0.0,1,0,5
1,23,1,2,0.0,1,1,13
0,34,1,1,-1.0,1,0,12
1,20,1,1,-1.0,1,0,1
1,63,0,23,-1.0,1,0,2
0,36,0,0,0.0,0,1,0
1,58,1,1,-1.0,1,1,79
1,25,0,7,463.0,1,0,0
1,46,1,5,125.0,0,1,0
0,35,1,4,-30.0,1,1,13
1,23,0,3,-1.0,1,1,1
1,40,1,1,-21.0,1,1,21
1,31,0,3,-1.0,1,1,0
0,34,0,5,0.0,1,1,1
1,23,0,3,-1.0,0,0,13
1,27,1,0,-5.0,0,0,4
0,26,0,3,-27.0,1,1,27
1,49,0,1,0.0,1,1,24
0,47,0,0,0.0,0,1,1
1,47,0,6,0.0,1,1,5
1,34,0,7,0.0,1,0,0
1,45,0,1,378.0,0,1,5
1,27,0,10,-1.0,1,1,7
0,52,1,0,0.0,0,1,0
1,26,0,0,-3.0,0,0,0
1,25,0,9,0.0,1,1,2
1,51,0,1,-1.0,1,1,162
0,29,0,1,0.0,0,1,-1
1,46,1,0,-1.0,1,1,0
1,28,1,6,-2.0,1,1,2
1,57,0,0,-1.0,1,1,1
1,23,0,2,-1.0,1,1,0
1,34,0,27,-1.0,1,0,118
1,27,0,3,-1.0,1,1,12
1,25,0,7,-1.0,0,0,3
1,31,1,1,-1.0,1,0,32
1,37,0,8,-1.0,1,1,1
1,51,0,0,0.0,1,0,1
1,51,0,3,-86.0,0,1,2
1,28,0,8,-1.0,1,1,40
1,56,1,4,0.0,1,1,7
1,45,0,15,-1.0,1,0,330
1,26,1,7,-1.0,1,0,18
1,33,1,7,-1.0,1,0,1
1,23,1,0,-2.0,0,1,1
1,31,0,0,0.0,0,1,0
1,31,0,0,-1.0,0,1,1
1,19,0,1,-12.0,1,1,4
1,32,1,0,0.0,1,1,0
1,30,1,1,-1.0,0,0,0
0,48,0,9,-87.0,1,1,57
1,66,1,1,-1.0,1,1,0
0,40,0,0,0.0,1,1,-1
1,59,0,4,0.0,0,1,0
1,25,0,5,118.0,1,1,85
1,27,0,3,-23.0,0,1,1
1,22,0,0,-1.0,1,1,0
1,58,1,1,-1.0,1,1,0
1,29,1,2,-2.0,1,1,2
0,44,1,11,245.0,1,0,26
1,24,0,2,203.0,1,1,6
1,27,0,0,-1.0,1,0,60
0,34,0,5,-53.0,1,0,24
1,24,1,0,-3.0,1,1,1
0,35,1,3,0.0,1,1,0
1,29,0,7,0.0,1,0,2
1,30,0,5,-1.0,1,0,2
1,23,0,1,-1.0,1,1,2
1,32,1,2,-27.0,1,0,0
1,22,1,2,-1.0,1,1,3
1,21,0,0,-1.0,0,1,1
0,43,1,0,-1.0,0,1,-1
1,29,0,0,-1.0,1,1,2
1,43,0,1,0.0,1,1,1
1,25,0,1,-1.0,1,1,2
1,47,1,0,-1.0,0,1,1
0,21,0,0,-2.0,1,1,0
0,25,0,1,-100.0,0,1,-1
1,54,1,0,0.0,0,1,-1
1,34,0,3,-1.0,1,0,33
0,28,0,2,-1.0,0,1,1
0,53,1,4,-1.0,1,0,0
1,54,0,0,0.0,0,1,-1
1,37,0,3,-1.0,1,0,83
1,34,0,2,-1.0,1,1,0
1,50,0,11,-210.0,0,1,113
0,60,1,0,-1.0,1,0,1
1,22,0,0,-1.0,1,1,1
1,51,0,3,0.0,1,1,-1
1,29,0,0,-1.0,1,0,12
0,28,0,1,-43.0,1,1,1
1,36,1,6,-126.0,1,1,2
1,28,0,5,-1.0,0,1,27
1,33,1,0,-1.0,1,0,0
1,43,1,4,0.0,0,1,2
1,45,0,1,-1.0,0,1,26
1,32,1,5,-1.0,1,0,65
0,35,0,0,-1.0,1,0,1
1,23,0,1,-1.0,1,0,1
1,41,0,1,-1.0,0,1,113
1,25,0,24,-1.0,1,0,0
1,35,0,12,-1.0,1,1,10
1,25,0,4,0.0,1,0,43
1,69,1,6,-1.0,1,0,1
1,24,0,0,-1.0,0,1,1
1,21,0,3,34.0,1,0,63
1,28,0,0,-1.0,1,1,0
1,47,0,23,-1.0,1,0,403
1,29,0,13,0.0,1,0,1
1,36,1,14,-38.0,1,0,0
1,26,0,9,-1.0,1,0,2
1,31,0,0,-1.0,0,1,2
1,32,0,8,35.0,1,0,0
0,27,1,3,-121.0,1,0,88
1,28,1,0,0.0,1,1,1
1,48,1,1,0.0,0,0,0
1,23,1,2,129.0,1,0,164
1,44,1,0,-1.0,0,1,0
1,42,0,7,-1.0,0,1,0
1,39,0,5,-1.0,1,1,4
0,46,0,2,-1.0,1,1,3
1,55,1,0,-1.0,0,1,10
1,27,0,5,-1.0,1,0,4
0,31,1,0,-1.0,0,1,4
1,25,0,0,-1.0,1,1,0
1,32,1,6,0.0,0,1,0
1,36,0,2,-1.0,1,1,0
1,21,0,3,-1.0,1,0,4
1,39,1,2,0.0,0,1,-1
0,26,0,0,0.0,0,1,-1
1,28,0,8,0.0,1,0,20
1,67,1,2,-4.0,0,0,0
0,22,0,0,-1.0,1,1,2
1,37,1,3,-1.0,0,1,0
1,23,0,2,-1.0,0,0,2
0,49,0,14,-1.0,0,0,122
1,32,1,9,0.0,0,0,4
1,41,1,9,-1.0,0,1,32
1,25,0,1,0.0,0,1,0
1,58,1,0,-1.0,0,1,0
1,44,0,19,-17.0,0,0,17
1,28,0,1,0.0,1,1,15
0,39,0,0,-1.0,1,0,2
1,54,1,0,-1.0,1,1,6
1,21,0,0,657.0,0,0,53
1,43,1,0,-1.0,0,1,0
1,31,0,5,0.0,0,1,0
1,30,0,11,0.0,1,1,117
1,27,1,4,-1.0,0,0,1
1,28,0,0,-1.0,0,0,1
1,24,0,0,-1.0,0,1,0
1,43,1,0,0.0,0,1,0
1,44,0,10,-7.0,0,0,5
1,51,0,4,-44.0,1,1,30
1,24,0,11,-15.0,1,0,0
1,31,0,1,309.0,1,1,229
1,23,0,0,-1.0,1,1,1
1,26,0,8,-85.0,0,0,84
1,36,1,5,-1.0,0,0,0
1,27,1,1,-1.0,1,1,1
1,24,0,0,0.0,1,0,1
1,66,1,0,-1.0,0,1,0
0,36,1,3,0.0,1,1,25
1,53,0,9,-1.0,1,0,130
1,23,1,1,0.0,1,0,0
0,22,0,0,0.0,0,0,0
1,25,0,1,-1.0,1,1,0
1,56,0,4,-1.0,1,1,2
1,29,0,1,37.0,1,1,33
1,29,1,10,-365.0,1,0,4
1,51,0,1,-1.0,1,0,1
0,58,0,3,-18.0,0,1,18
1,24,1,3,0.0,0,1,0
1,22,0,0,-1.0,1,0,71
1,39,1,0,-1.0,0,1,0
1,20,0,3,-1.0,1,0,42
1,46,1,10,-1.0,1,0,73
1,38,1,1,-27.0,1,0,0
1,23,1,0,0.0,0,0,3
1,39,0,6,-1.0,1,1,26
1,25,0,0,0.0,1,1,1
1,31,0,19,-1.0,1,0,0
0,25,0,1,-1.0,0,0,0
1,26,0,6,-1.0,1,1,1
1,25,0,2,-1.0,1,1,274
1,37,1,11,0.0,1,0,1
1,36,0,0,-3.0,1,1,0
1,26,0,1,0.0,1,0,0
1,21,0,3,-1.0,1,0,0
1,35,0,7,-23.0,1,0,0
1,22,0,2,-1.0,1,0,1
1,25,1,0,0.0,1,1,0
1,36,0,0,-7.0,0,1,1
1,24,0,2,-1.0,0,0,12
1,21,0,0,-1.0,1,0,0
1,32,1,15,-1.0,1,0,70
1,33,0,2,0.0,0,0,-1
1,33,0,10,0.0,1,0,2
0,23,0,4,-56.0,0,0,43
1,29,1,0,-2.0,0,1,0
1,50,1,8,-1.0,1,1,172
1,32,1,5,272.0,1,0,6
1,33,0,14,-1.0,1,0,2
1,37,0,13,-1.0,1,0,0
1,27,0,9,-1.0,1,0,24
1,27,0,0,-1.0,0,1,1
0,52,0,21,123.0,1,0,19
1,21,0,1,-1.0,0,0,0
1,58,0,1,-1.0,1,1,60
1,27,0,4,-1.0,1,1,33
1,28,0,5,302.0,1,0,28
1,28,1,1,-1.0,1,0,30
0,31,1,0,-5.0,0,1,0
1,30,1,11,31.0,1,0,40
1,24,0,3,-1.0,0,1,6
1,26,0,6,0.0,1,0,18
1,43,1,0,-1.0,0,1,1
1,31,0,2,-43.0,1,0,43
1,22,0,3,0.0,1,0,1
1,23,0,0,-1.0,1,1,3
1,42,1,0,-1.0,0,1,0
1,30,0,18,-1.0,0,1,17
1,29,0,1,-1.0,1,1,290
1,38,1,2,0.0,1,0,47
1,26,1,3,-4.0,0,1,2
0,25,0,4,-107.0,1,0,36
1,51,0,5,0.0,0,1,4
1,36,0,0,0.0,0,1,-1
1,62,0,0,-2.0,0,1,1
1,23,0,0,0.0,1,0,0
1,34,0,7,-1.0,1,0,0
1,35,0,1,-1.0,0,1,1
1,22,1,0,0.0,1,1,3
1,29,0,10,-1.0,0,0,108
1,40,0,0,-3.0,1,1,1
1,36,0,2,0.0,1,1,0
1,26,0,8,0.0,1,0,0
1,25,0,1,-23.0,1,0,0
1,69,1,0,-3.0,0,1,0
1,27,0,1,-1.0,1,1,8
1,20,1,0,0.0,1,0,1
1,27,0,1,-2.0,1,1,2
0,24,0,6,-1.0,0,1,310
1,42,1,0,-7.0,1,1,2
1,25,1,1,-1.0,1,1,1
1,46,1,1,-37.0,1,0,29
1,25,0,0,-1.0,1,1,7
1,22,0,0,-1.0,1,1,0
1,21,1,0,-1.0,1,1,0
1,30,0,1,0.0,0,1,1
1,46,1,9,0.0,0,1,4
1,26,0,2,0.0,0,1,0
1,33,0,0,0.0,1,0,0
1,40,0,1,-1.0,0,1,1
1,34,1,0,-1.0,1,1,28
1,22,1,1,-1.0,1,0,36
1,28,0,3,-1.0,0,1,0
1,31,0,4,-1.0,0,0,1
1,59,1,3,0.0,0,0,1
1,37,0,0,-1.0,1,1,0
1,50,0,0,-1.0,1,1,2
0,21,0,2,244.0,1,0,26
1,57,0,8,-1.0,1,0,99
1,31,0,5,-1.0,0,1,0
1,44,0,9,-28.0,1,1,25
1,48,0,5,-1.0,1,0,242
0,25,1,0,-1.0,1,1,1
1,51,0,5,-1.0,0,1,0
1,50,1,0,-1.0,1,0,0
1,57,1,2,-11.0,1,1,2
1,55,1,0,-1.0,0,1,0
1,59,0,4,-2.0,1,0,1
0,42,0,0,0.0,1,1,0
1,20,0,2,-21.0,1,0,21
1,58,0,16,-47.0,1,1,29
1,21,0,0,-1.0,1,1,28
1,32,0,21,-1.0,1,0,64
0,24,0,0,0.0,0,1,0
1,42,0,1,0.0,1,1,1
1,29,0,8,-1.0,1,0,13
1,21,0,1,-1.0,1,1,7
1,31,1,1,-356.0,0,0,0
1,58,1,0,0.0,0,1,0
1,22,0,1,0.0,1,0,0
1,46,1,1,-1.0,0,0,0
1,50,1,0,0.0,0,0,14
1,46,0,2,-1.0,1,1,0
0,44,0,11,-1.0,1,0,15
1,35,0,4,-1.0,0,1,29
1,30,0,14,-1.0,1,0,2
1,42,0,2,-1.0,1,1,0
1,46,0,5,-1.0,1,0,202
1,42,0,0,0.0,1,0,34
1,37,0,12,-74.0,1,1,25
1,29,1,7,-1.0,1,0,1
1,32,0,8,-1.0,1,1,4
1,31,0,5,-1.0,1,1,3
0,33,0,1,-1.0,0,1,1
1,25,1,4,-1.0,1,1,183
0,33,0,0,-1.0,0,1,1
1,21,0,1,-1.0,1,1,0
0,64,1,7,123.0,0,1,76
1,35,1,1,-1.0,1,0,49
1,56,0,1,-22.0,1,1,2
1,38,1,0,-1.0,0,0,2
0,40,0,4,-1.0,0,1,1
1,34,0,3,-105.0,1,1,94
1,28,0,4,-1.0,1,1,1
1,51,0,0,-1.0,0,1,1
1,35,0,2,-1.0,0,1,1
1,61,0,5,-13.0,1,1,12
1,25,0,0,0.0,1,1,1
1,25,0,4,-1.0,1,0,0
1,26,0,0,0.0,0,1,0
1,42,1,1,-1.0,0,1,2
0,25,0,1,-10.0,1,1,0
1,26,0,13,-1.0,0,0,-1
1,31,0,9,-1.0,1,1,0
1,35,1,1,-1.0,1,1,1
0,41,0,4,-100.0,1,0,9
1,34,1,0,-1.0,1,1,116
1,46,1,5,-93.0,0,1,0
0,33,1,1,-1.0,0,1,0
1,30,0,3,-1.0,1,1,0
0,50,0,7,-1.0,0,1,1
1,21,0,0,-1.0,1,1,50
1,31,0,16,0.0,1,0,482
1,31,0,2,-1.0,1,0,3
0,23,0,0,-1.0,0,1,0
1,25,0,1,0.0,1,1,1
0,24,1,1,-1.0,1,1,1
1,31,0,13,-1.0,0,0,0
1,60,0,0,-1.0,1,1,2
1,30,0,2,-1.0,1,1,0
0,32,0,0,-1.0,0,1,0
1,46,1,0,0.0,0,1,-1
1,21,1,0,-1.0,0,0,0
1,35,0,0,-1.0,1,1,1
1,34,0,2,-1.0,1,0,9
1,41,0,2,-1.0,1,0,161
0,40,0,7,-33.0,0,1,1
1,23,0,1,-1.0,1,0,15
1,23,0,3,-1.0,1,0,1
1,28,0,2,0.0,0,1,2
1,21,0,0,0.0,1,0,0
1,46,1,2,-1.0,0,1,3
1,56,0,1,-1.0,1,1,0
1,41,0,19,-71.0,1,1,62
1,40,0,8,-1.0,1,0,0
1,30,0,5,-1.0,1,0,2
1,24,0,1,-1.0,0,0,0
1,25,0,7,507.0,1,1,12
0,33,1,0,-1.0,0,1,0
1,48,1,2,-1.0,0,1,4
1,33,0,11,-1.0,1,0,44
1,25,0,0,-1.0,1,1,0
1,25,1,6,70.0,1,0,1
1,58,0,38,-112.0,1,0,87
1,30,0,7,-1.0,1,0,0
1,37,0,0,-1.0,1,0,2
0,43,1,7,-21.0,1,1,8
1,32,1,0,0.0,1,1,1
1,33,0,3,-1.0,1,1,0
1,39,0,4,-30.0,1,0,0
1,49,1,4,-11.0,1,1,5
1,24,1,0,-1.0,1,1,18
1,26,0,1,0.0,1,1,-1
1,42,1,0,-1.0,1,1,1
1,22,0,1,-1.0,1,0,6
1,36,0,0,0.0,1,1,0
1,29,1,7,-1.0,0,0,27
1,39,1,0,0.0,0,1,18
1,27,0,13,0.0,1,0,14
1,38,1,2,-1.0,1,0,7
1,20,1,0,-1.0,1,0,3
1,25,0,4,-1.0,1,0,86
1,53,1,0,-1.0,0,1,0
0,27,0,0,-1.0,0,0,6
1,21,0,0,-1.0,1,0,6
1,50,1,1,-1.0,0,0,5
1,41,0,4,-1.0,1,1,0
1,34,0,4,378.0,1,0,530
1,22,1,5,-2.0,1,0,4
1,22,1,0,-1.0,1,0,2
1,25,0,2,-1.0,1,1,26
1,42,0,1,-1.0,1,0,1
0,27,1,2,-34.0,1,1,1
1,51,0,2,-1.0,1,1,1
1,33,0,23,525.0,1,0,369
1,24,0,0,0.0,1,1,-1
1,37,0,4,0.0,1,1,92
1,37,1,0,-3.0,0,1,0
0,27,0,0,-1.0,0,1,0
1,21,0,0,-1.0,1,1,5
1,35,0,1,0.0,1,0,1
0,24,1,0,-1.0,1,1,36
1,49,1,2,-1.0,0,1,1
1,38,0,9,-5.0,1,1,2
1,61,0,0,-1.0,0,1,0
0,30,0,0,0.0,0,1,0
1,22,0,3,-1.0,1,1,128
1,25,0,0,-1.0,1,0,1
0,30,0,3,-1.0,0,0,1
1,52,1,0,-1.0,0,1,0
1,26,1,0,-1.0,1,1,0
1,26,0,0,-1.0,0,1,1
1,29,0,6,-55.0,1,1,0
1,45,1,9,-1.0,1,0,54
1,20,0,0,-1.0,1,0,0
1,29,0,4,-1.0,1,1,80
1,43,1,1,-1.0,1,0,69
1,26,1,2,-1.0,1,1,0
0,46,0,4,-1.0,1,1,0
0,46,0,0,-1.0,1,1,1
1,39,1,8,-56.0,1,1,1
1,29,0,12,-1.0,1,0,5
1,41,1,0,0.0,0,1,-1
1,29,0,11,-65.0,1,0,19
0,25,0,5,-1.0,1,1,0
1,23,0,2,-1.0,1,1,18
0,46,0,1,51.0,1,0,55
1,30,1,0,-1.0,0,1,0
1,34,1,1,-1.0,1,1,2
1,70,1,11,-13.0,1,0,12
1,52,1,2,-1.0,1,1,1
1,51,0,4,-26.0,0,1,7
0,45,0,15,-1.0,1,0,1
1,55,0,21,0.0,1,0,85
0,49,1,1,-1.0,1,1,1
0,26,0,9,404.0,0,0,1
0,47,1,0,0.0,1,1,0
1,27,0,0,0.0,0,1,1
1,25,1,5,-3.0,0,0,0
1,21,0,1,0.0,1,0,59
1,37,0,26,-1.0,1,0,1
1,21,0,1,-1.0,1,0,49
1,21,0,0,-2.0,1,1,1
1,25,0,4,0.0,1,0,0
0,27,0,3,-1.0,1,0,1
1,30,1,3,-1.0,1,0,12
1,70,1,0,-1.0,0,1,0
1,37,1,11,-1.0,1,0,0
1,46,0,5,0.0,1,0,2
1,40,0,4,-1.0,0,0,2
1,20,0,1,427.0,1,0,217
1,43,0,18,-1.0,1,0,9
1,38,0,15,0.0,1,1,55
1,29,0,0,0.0,1,1,0
1,37,0,8,0.0,0,0,1
1,38,0,3,-21.0,1,1,0
0,27,1,0,-4.0,1,1,0
0,20,0,0,0.0,0,0,10
1,44,0,0,0.0,0,1,0
1,31,1,6,-1.0,0,1,1
1,29,0,3,-1.0,1,0,1
1,48,1,13,-96.0,1,0,74
0,30,0,0,-1.0,0,1,0
0,25,1,2,-25.0,1,0,11
1,40,0,3,-1.0,1,1,1
0,49,1,3,1025.0,1,1,1
1,33,1,1,0.0,0,1,1
1,26,1,5,-1.0,1,0,1
1,31,0,1,0.0,0,1,1
1,61,1,1,-1.0,0,1,0
1,30,1,2,-1.0,1,1,0
1,62,1,0,-1.0,0,1,2
0,27,1,4,8.0,0,0,54
1,48,1,9,-1.0,1,1,1
0,40,1,0,-1.0,1,1,1
1,24,1,0,-1.0,1,1,2
1,22,0,0,-1.0,1,0,1
1,30,0,4,-1.0,0,0,15
1,63,1,0,0.0,0,1,0
1,33,0,4,-1.0,1,1,1
0,21,0,1,81.0,1,0,0
1,43,1,0,-5.0,0,0,1
1,26,0,3,0.0,1,0,33
1,51,0,1,-17.0,1,1,7
1,39,1,3,-1.0,1,0,1
0,30,0,0,-1.0,0,0,1
1,32,0,14,-1.0,1,0,1
1,22,0,0,-2.0,0,1,0
1,59,1,0,-1.0,1,1,0
1,38,0,37,-1.0,0,0,30
1,23,0,2,0.0,1,1,237
1,42,0,0,0.0,0,0,1
1,20,0,1,-37.0,1,0,15
1,38,0,2,0.0,1,0,192
0,34,1,2,-1.0,1,1,1
0,36,0,7,-1.0,1,0,2
1,35,1,7,-86.0,1,0,76
1,36,0,0,-1.0,0,0,1
1,31,0,1,-14.0,1,1,13
0,28,0,3,-1.0,1,0,4
1,28,0,1,0.0,1,0,0
1,60,1,3,-120.0,1,1,120
1,43,0,0,-1.0,1,1,1
1,40,0,1,-1.0,1,1,1
1,31,0,15,-1.0,1,0,2
1,54,0,6,-1.0,1,0,13
1,24,0,17,-1.0,1,0,130
1,41,0,0,-3.0,1,0,1
1,21,0,1,-1.0,1,0,242
0,29,0,1,-1.0,1,0,1
1,22,0,0,-1.0,1,1,0
1,52,0,9,-1.0,1,0,33
0,40,0,0,-1.0,1,1,1
1,21,0,1,982.0,1,1,5
0,45,0,1,-1.0,1,1,6
1,29,0,1,0.0,0,0,0
1,46,0,10,-1.0,1,0,9
1,21,1,1,-1.0,1,1,12
1,35,1,6,-10.0,1,0,1
1,52,0,1,1.0,0,0,70
1,48,1,0,0.0,0,1,0
0,29,0,9,-1.0,0,0,214
1,48,1,0,-1.0,0,1,1
1,31,0,10,-8.0,1,0,8
1,21,1,3,-1.0,1,0,127
1,32,0,0,0.0,1,0,22
1,47,0,0,-1.0,0,1,3
1,21,0,3,-1.0,1,0,0
1,35,0,13,-1.0,1,1,0
1,46,0,3,-22.0,0,0,20
1,34,0,5,-1.0,1,0,5
1,52,0,2,-5.0,1,1,3
0,39,0,7,114.0,1,1,178
1,21,1,0,-1.0,0,0,9
1,53,1,1,-2.0,0,1,1
0,19,1,0,-1.0,1,0,1
1,22,0,0,-1.0,0,1,2
1,45,0,1,-1.0,1,1,2
0,27,1,0,-1.0,1,1,1
1,25,1,0,-1.0,0,1,0
1,30,1,0,0.0,1,0,-1
1,31,0,2,0.0,1,0,-1
1,28,1,3,-1.0,1,1,1
1,36,0,3,-1.0,0,0,2
1,27,0,7,-1.0,1,0,10
1,42,0,1,0.0,1,1,0
1,35,1,0,0.0,1,0,40
0,33,1,2,-29.0,1,1,0
1,24,0,6,-1.0,1,0,218
1,25,0,21,-14.0,1,0,2
0,42,1,0,-1.0,0,1,1
1,21,0,0,-1.0,1,0,3
0,28,0,0,0.0,0,1,0
1,27,0,25,18.0,1,0,40
0,21,1,0,-1.0,1,1,2
1,26,1,0,0.0,0,0,5
1,36,1,0,-1.0,1,1,0
1,23,0,1,237.0,0,0,0
1,49,1,0,-1.0,1,0,1
1,29,0,11,-68.0,1,0,65
1,44,1,0,-1.0,1,0,1
1,28,1,1,-25.0,0,1,24
1,27,0,2,530.0,0,0,0
0,35,0,12,-2.0,1,0,0
1,36,0,19,544.0,0,0,0
1,46,1,2,266.0,0,1,45
1,34,0,3,-1.0,1,1,0
1,45,0,15,-1.0,1,0,0
1,28,0,9,-1.0,1,0,16
0,25,0,1,-1.0,1,1,4
1,21,0,1,0.0,0,1,0
1,48,0,1,-1.0,1,1,0
1,37,1,1,-1.0,0,1,0
1,24,0,3,-3.0,1,0,0
1,37,1,1,-1.0,0,0,1
1,39,1,1,-3.0,1,1,0
1,24,1,1,-1.0,1,0,21
1,49,0,2,-1.0,1,1,0
1,23,0,1,-1.0,1,0,1
1,36,1,4,-123.0,1,0,8
1,43,1,5,-1.0,1,1,0
1,28,0,6,-1.0,0,0,1
0,21,0,4,122.0,1,0,54
1,53,0,1,-1.0,0,1,0
0,27,0,2,-14.0,0,0,1
1,39,1,0,-1.0,0,1,2
1,47,0,22,-1.0,1,0,1
1,28,0,4,-1.0,1,0,2
1,36,1,2,-4.0,1,1,0
0,24,0,1,-1.0,1,1,3
1,35,0,0,-1.0,0,1,1
1,23,0,3,0.0,1,1,1
1,26,0,2,-1.0,1,1,1
1,31,0,7,-1.0,1,0,54
0,30,0,14,0.0,1,0,5
1,25,1,2,0.0,0,1,1
1,24,0,6,0.0,1,0,1
1,34,0,1,-1.0,1,0,0
1,26,0,2,-29.0,0,1,28
1,26,0,7,-49.0,0,1,0
1,60,0,0,-1.0,1,1,1
0,20,0,0,-1.0,1,1,0
1,36,1,10,92.0,0,0,84
1,23,1,0,0.0,1,1,0
1,26,0,5,-1.0,1,0,6
1,40,1,4,0.0,0,1,1
1,28,0,1,-1.0,1,0,1
1,49,0,1,-1.0,1,0,5
1,46,0,8,400.0,1,0,279
1,19,0,1,0.0,1,0,-1
1,53,1,1,-12.0,1,1,11
1,56,1,5,-45.0,1,1,8
0,24,0,0,-1.0,1,1,0
1,31,0,0,-5.0,1,1,1
0,33,1,2,-1.0,1,1,-1
1,26,1,8,-1.0,1,0,41
1,56,1,1,-65.0,0,1,2
1,32,1,2,-1.0,1,1,0
1,25,1,0,0.0,1,0,3
